timestamp,pm_2_5,pm_2_5_lag8,humidity_lag8,temperature_lag8,pm_2_5_lag10,humidity_lag10,temperature_lag10,pm_2_5_lag14,humidity_lag14,temperature_lag14,pm_2_5_lag21,humidity_lag21,temperature_lag21,pm_2_5_rollmean2,pm_2_5_rollstd2,humidity_rollmean2,humidity_rollstd2,temperature_rollmean2,temperature_rollstd2,pm_2_5_rollmean3,pm_2_5_rollstd3,humidity_rollmean3,humidity_rollstd3,temperature_rollmean3,temperature_rollstd3,pm_2_5_rollmean5,pm_2_5_rollstd5,humidity_rollmean5,humidity_rollstd5,temperature_rollmean5,temperature_rollstd5,pm_2_5_rollmean7,pm_2_5_rollstd7,humidity_rollmean7,humidity_rollstd7,temperature_rollmean7,temperature_rollstd7,pm_2_5_rollmean14,pm_2_5_rollstd14,humidity_rollmean14,humidity_rollstd14,temperature_rollmean14,temperature_rollstd14
2023-02-11,0.3433564672308667,0.2609381631185293,89.837590755042,26.34623126075229,0.8998354347147971,71.78385041723409,28.180192612907614,1.0489368447953362,82.42297908696268,26.573010269043692,1.4879769937163625,85.65252955161382,27.221941162382183,0.3660131021741945,0.14859840387034012,82.11338867915408,10.923671334231042,27.495883094744805,1.625853215639383,0.5606192949966466,0.3530657922722147,79.72119915047871,8.765329995639918,27.653257189727956,1.1815240821571893,0.6421695643879463,0.289751332710616,76.66708821482374,7.479997763600279,27.695986023348716,0.8886340498246551,0.7307932116922614,0.38751484794493296,78.27179746946071,6.802585992207703,27.24097168924276,1.0645863925664474,0.693389153453224,0.318107373065943,78.8467126048542,6.882496945685725,27.458342973294638,0.9310262031908821
2023-02-12,0.5713621917154745,0.471088041229842,74.3891866032662,28.64553492873729,0.9498316806415471,74.93682009312799,27.96800537969429,0.4898939183339423,84.37945759678867,26.00799621032084,0.6880117728648595,79.77020836772651,28.048085762955633,0.4241714091475254,0.06635013737450823,72.92157016018886,2.075523078161974,28.694932268187422,0.0698583873972784,0.3697603271378613,0.10527520079795742,78.56024369180658,9.876123511403193,27.9120319323757,1.3569225860699416,0.5917896193539813,0.3135056210108507,76.48028031715636,7.623862167771035,27.976858757945802,0.9665025090493627,0.7147019057967255,0.4012794098477944,76.42529691522113,6.620216363673847,27.631876460287998,1.0384504355386017,0.6711922251818192,0.3291614155527011,78.25269441552457,7.150330641707019,27.5080746764862,0.9821431415682073
2023-02-13,0.6311555319650272,0.37725477706519106,71.45395371711156,28.74432960763752,0.2609381631185293,89.837590755042,26.34623126075229,1.4148107415721565,80.18768361531767,26.198875497634877,0.36318864141295343,74.49838072704821,28.52023782006907,0.37527674415750634,0.002797360556275391,71.4725207666041,0.026257773233147305,28.811917418257554,0.0955835984312114,0.40721384318161946,0.05535203245704604,72.44474271215813,1.6840401626977781,28.75645658841746,0.11745562176314717,0.48648227466098265,0.2695092604870075,76.42172779692888,7.669933888768262,28.116721281139792,1.0502531561409205,0.5659144728935324,0.27005889684577494,75.18292608676099,6.612488904037185,28.014823564751243,0.9080035089829387,0.6719143730273085,0.32844401518204014,78.03788777902803,7.315065769583563,27.533736634258236,1.014775268134024
2023-02-14,0.7703961714656901,0.3732987112498039,71.49108781609667,28.87950522887756,0.471088041229842,74.3891866032662,28.64553492873729,0.6291545022350158,72.3879932054484,27.3399659346521,0.3981084848138625,78.53907439817962,28.01194849182468,0.5171716358199744,0.2034670411798258,70.43543450117372,1.4929192351286944,28.991390259328394,0.1582293274908254,0.4705326829017144,0.1649999824636857,70.77494090648632,1.208386411316518,28.90903670876476,0.18128591205603084,0.42872485061069865,0.14970027168047245,75.31032001555343,8.314437267918784,28.343775263156772,1.1297711722741473,0.5704701954871195,0.2715682837921526,74.75318151258989,6.915226378171562,28.266724901197968,0.9338037434457508,0.690695521282756,0.31896363084274265,77.38365254960455,7.667873655825548,27.61168854839784,1.093219978574908
2023-02-15,0.4894034372790291,0.661044560390127,69.37978118625078,29.1032752897792,0.37725477706519106,71.45395371711156,28.74432960763752,0.8998354347147971,71.78385041723409,28.180192612907614,0.4938595012127998,94.31979652830915,26.508815799162885,0.6448242297716928,0.022939011497618893,71.81067829547544,3.4378076605992898,28.736484659370735,0.5187202840752895,0.554315723597731,0.15760224679744794,71.7041481356825,2.437889821233757,28.784158182539667,0.3759702926950168,0.5022579978176409,0.13638578391892967,72.19111694548506,2.1197257648003376,28.74846781679876,0.27255322086670714,0.5317228332640401,0.23341113823273482,75.1042850822279,6.800784670507437,28.293796532062913,0.93362387855172,0.7003201211356446,0.31456997035441503,75.94949389791817,5.939412329155189,27.744608421954943,1.0614788410069
2023-02-16,0.4872592123634108,0.6286038991532408,74.24157540470013,28.36969402896224,0.3732987112498039,71.49108781609667,28.87950522887756,0.9498316806415471,74.93682009312799,27.96800537969429,0.7010654832360541,73.2627710583673,28.096197440146558,0.5108787600614957,0.1664884883289985,73.32175898312299,1.3008168582883008,28.28016005587864,0.12662015902904777,0.5609340268377073,0.14620464278193432,72.00776638416558,2.454748846572546,28.55453180051215,0.4835864918456504,0.4866711137656191,0.1450187680113781,71.793668137141,1.7604018515307924,28.657486047610302,0.37294263699246477,0.45219739616806665,0.14548820629750536,74.74215972057333,6.878234995758865,28.32559948964873,0.9244228424151807,0.6783264166880503,0.3251016458798258,75.88800614814522,5.9737229408648265,27.751353325001258,1.0641813499586799
2023-02-17,0.5890294787526485,0.3931536209697328,72.40194256154588,28.190626082795013,0.661044560390127,69.37978118625078,29.1032752897792,0.2609381631185293,89.837590755042,26.34623126075229,0.8987249381634408,73.13818401514038,27.9717042182231,0.43559376811677253,0.060019431665453954,72.27116997742715,0.18494036205088296,28.58644417824986,0.5597713188251376,0.4999304784622631,0.1192426223496041,72.92797178651813,1.1451058108465184,28.514194128487308,0.4151291049315515,0.5068269414053398,0.13246995114360974,71.93095687238038,1.7540405512188537,28.705072580823742,0.40092400911803694,0.48321107504596167,0.118571639793198,72.21398924032566,1.7328352100964206,28.702175348641926,0.32863032240853507,0.648277057909504,0.32259573705696654,75.81673567515723,6.014864228638904,27.82353604324994,1.113411348039476
2023-02-18,0.4903118924876588,0.47803391526379446,72.14039739330843,28.982262273704677,0.6286038991532408,74.24157540470013,28.36969402896224,0.471088041229842,74.3891866032662,28.64553492873729,1.0489368447953362,82.42297908696268,26.573010269043692,0.41069519124733944,0.0952313367650007,71.78883834204717,0.49717957827010806,29.100446114914362,0.16713719109275824,0.404848001154805,0.06809605457597243,71.99320641521341,0.4988914656661376,28.79717277087457,0.5384158095171313,0.5008384926015523,0.1404516392810531,71.92019516731823,1.75757551172733,28.772897526273034,0.4618640376889569,0.4649637073318224,0.13002370358145712,71.79228819568563,1.4516243529644626,28.784046066840034,0.37960173334971065,0.597878459512042,0.31005857561753497,75.03204283257317,5.799459379063039,28.012508878041395,1.10934578264005
2023-02-19,0.6353605800905199,0.3433564672308667,71.43727929078594,29.218629956124023,0.3931536209697328,72.40194256154588,28.190626082795013,0.37725477706519106,71.45395371711156,28.74432960763752,0.4898939183339423,84.37945759678867,26.00799621032084,0.4573593294731795,0.1612243939253572,71.8668837978733,0.6075525203807226,28.98694138622372,0.3276571178002178,0.46425085807005234,0.11462605331840268,71.95805499635168,0.45770797983812,28.985381682050697,0.23170431902205654,0.4829020188666219,0.11895973524385557,72.50353659106023,1.041962567065374,28.70329303158187,0.42432637733388,0.49269333799614856,0.12889416528777284,71.91265027966406,1.4538235727843316,28.785606525223727,0.37943367112575116,0.603697621896437,0.3086372700827974,74.1689735974426,5.165857847419499,28.20874149275586,0.9604854952939679
2023-02-20,0.5747098609352452,0.5713621917154745,72.29648830496068,28.755252816323388,0.47803391526379446,72.14039739330843,28.982262273704677,0.3732987112498039,71.49108781609667,28.87950522887756,1.4148107415721565,80.18768361531767,26.198875497634877,0.6012588618402597,0.042280276333523596,72.76533628694577,0.6630511748155251,28.657043015480163,0.13888963231139198,0.5152913969704632,0.15187174172200846,72.32265062155916,0.8987381293956787,28.844238662361438,0.33877986306049535,0.48341234542897915,0.11974393356044646,72.30205836390637,0.6428148442661035,28.741120868716802,0.3945367903810144,0.5295300266697519,0.12589701208203885,72.1616640586404,1.5174704842795732,28.739796237475066,0.3855166566451472,0.5477222497816421,0.20330435506363134,73.67229507270068,4.868378674268704,28.377309901113154,0.7685205370336107
